
Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Stream ▲▼,Quota ▲▼,Category ▲▼,Seat Gender ▲▼,Opening Rank ▲▼,Closing Rank ▲▼,Remark ▲▼
152,Round 1,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1008820,1403315,
153,Round 1,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1111437,1111437,
154,Round 1,"VIVEKANANDA COLLEGE OF TECHNOLOGY & MANAGEMENT,ALIGARH",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,289201,1329490,
155,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,140803,170282,
156,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,64795,139196,
157,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,444774,605018,
158,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Instrumentation and Control Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,750489,1394459,
159,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,SC(Girl),Female Seats,552268,662458,
160,Round 1,"SANSKAR COLLEGE OF ENGINEERING & TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,467717,1162474,
161,Round 1,"UNITED INSTITUTE OF TECHNOLOGY,ALLAHABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,184378,423484,
162,Round 1,"MEERUT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,671455,1254272,
163,Round 1,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science,B.Tech,Home State,OPEN,Both Male and Female Seats,1214162,1230147,
164,Round 1,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,766752,992207,
165,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,235424,257947,
166,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,190431,253501,
167,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,263023,405197,
168,Round 1,"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,417439,444521,
169,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,940813,1065263,
170,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,775714,928259,
171,Round 1,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Artificial Inelligence (AI) And Data Science,B.Tech,All India,OPEN,Female Seats,380883,963159,
172,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,121977,147485,
173,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,ST(Girl),Female Seats,1012814,1012814,
174,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,SC,Both Male and Female Seats,717259,1156247,
175,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,176368,187247,
176,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,172800,190740,
177,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,117787,136180,
178,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Computer Engg.,B.Tech,All India,OPEN,Both Male and Female Seats,130209,175039,
179,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,192215,213603,
180,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,86859,336855,
181,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,343188,517425,
182,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,268893,538485,
183,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,214494,245426,
184,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,509748,509748,
185,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,345141,602980,
186,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science & Engineering (Artificial Intelligence & data Science),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,475922,479062,
187,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,581698,589334,
188,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,258872,477513,
189,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical & Computer Engg. (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,123025,260185,
190,Round 1,"I.E.C. COLLEGE OF ENGINEERING & TECHNOLOGY,GAUTAM BUDDH NAGAR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,493326,493326,
191,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,375493,703849,
192,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,614193,614193,
193,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,193939,217507,
194,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,561124,636823,
195,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,SC(Girl),Female Seats,1180779,1230470,
196,Round 1,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1167872,1401612,
197,Round 1,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,871319,871319,
198,Round 1,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,716127,899486,
199,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(AF),Both Male and Female Seats,163890,163890,
200,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,33809,78012,
201,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,309890,309890,
202,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,916368,916368,
203,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,245165,272629,
204,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,165629,195370,
205,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,398851,675135,
206,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,524131,870007,
207,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,88021,101614,
208,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,136620,159477,
209,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,SC,Both Male and Female Seats,208124,493933,
210,Round 1,"VIVEKANANDA COLLEGE OF TECHNOLOGY & MANAGEMENT,ALIGARH",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1085032,1291723,
211,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,111059,753446,
212,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1181915,1413125,
213,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,541271,948106,
214,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,181563,202935,
215,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,398160,1095976,
216,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,258392,325442,
217,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,216025,403698,
218,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,177174,221650,
219,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Electrical Engineering,B.Tech,Home State,ST,Both Male and Female Seats,690132,690132,
220,Round 1,"RAJKIYA ENGINEERING COLLEGE, BASTI",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,873493,940720,
221,Round 1,"RAJKIYA ENGINEERING COLLEGE, BASTI",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,227660,344376,
222,Round 1,"RAJKIYA ENGINEERING COLLEGE, BASTI",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,718281,894821,
223,Round 1,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,1185632,1185632,
224,Round 1,"DR. K.N. MODI INSTITUTE OF ENGG. & TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,187459,594197,
225,Round 1,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,149094,155896,
226,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,285383,352500,
227,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,388627,598021,
228,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,651405,1084185,
229,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Textile Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,695604,1275345,
230,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,538723,623355,
231,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,172868,214776,
232,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,496805,496805,
233,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,343898,574481,
234,Round 1,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,877416,948076,
235,Round 1,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,964965,1285327,
236,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,138090,192189,
237,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,594639,601178,
238,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,167311,222303,
239,Round 1,"AXIS INSTITUTE OF TECHNOLOGY & MANAGEMENT,KANPUR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,876027,1207655,
240,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,349149,1232932,
241,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,397103,703916,
242,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,962305,1110473,
243,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,422409,422409,
244,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,372875,395557,
245,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,909877,1066851,
246,Round 1,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,650699,650699,
247,Round 1,"RADHA GOVIND GROUP OF INSTITUTIONS,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,732176,1380337,
248,Round 1,"COLLEGE OF ENGG. & RURAL TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,385310,1188207,
249,Round 1,"S.D.COLLEGE OF ENGINEERING & TECHNOLOGY,MUZAFFARNAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,1085648,1147197,
250,Round 1,"ALIGARH COLLEGE OF ENGG. & TECH,ALIGARH",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,704040,1371559,
251,Round 1,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,297245,453659,
252,Round 1,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,173721,670471,
253,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,BC(Girl),Female Seats,573258,580336,
254,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,EWS(GL),Female Seats,483584,483584,
255,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,185391,237428,
256,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,ST,Both Male and Female Seats,532654,532654,
257,Round 1,"RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,GHAZIABAD",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,533356,1026526,
258,Round 1,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALIGARH",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,65967,65967,
259,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,294277,358283,
260,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Textile Technology,B.Tech,All India,OPEN,Both Male and Female Seats,323196,693926,
261,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,152991,163360,
262,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,349434,378307,
263,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,87574,204189,
264,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,1161695,1161695,
265,Round 1,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,755410,1174006,
266,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,348065,526889,
267,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,48842,48842,
268,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering(Self Finance),B.Tech,Home State,SC(Girl),Female Seats,202777,202988,
269,Round 1,"MORADABAD INSTITUTE OF TECHNOLOGY,MORADABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,982561,1390901,
270,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,78995,120014,
271,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(FF),Both Male and Female Seats,997486,997486,
272,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,217511,267019,
273,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,277065,375272,
274,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC,Both Male and Female Seats,240856,280816,
275,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,BC,Both Male and Female Seats,276658,315608,
276,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,BC,Both Male and Female Seats,510327,710624,
277,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,827052,827052,
278,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,All India,OPEN,Both Male and Female Seats,130947,190568,
